Artist Name,Track Name,Class
Limp Bizkit,Counterfeit,8
Icon of Sin,Virtual Empire,8
Kyuss,Son of a Bitch,8
Leprous,From the Flame,8
Body Count,Body Count,8
Body Count,Body Count's in the House,8
Alice Cooper,Poison,8
Iron Maiden,The Trooper - 2015 Remaster,8
Black Sabbath,The Wizard,8
Corrosion Of Conformity,Clean My Wounds,8
Sleepy Sun,Desert God,8
Ghost,Year Zero,8
Revolting Cocks,Attack Ships on Fire,8
Mastodon,Stairway to Heaven,8
Mötley Crüe,"Girls, Girls, Girls",8
L.A. Guns,The Ballad Of Jayne,8
Red Moon Architect,Dethrone the darkness,8
Iron Maiden,Bring Your Daughter... to the Slaughter - 2015 Remaster,8
Immortal,Blashyrkh - Mighty Ravendark,8
Cellar Darling,DANCE,8
Godsmack,Serenity,8
Motorpsycho,Psychotzar,8
Darkthrone,Under A Funeral Moon,8
Yngwie Malmsteen,Wolves At The Door,8
Clawfinger,Nigger,8
Greenleaf,Stray Bullit Woman,8
Daron Malakian and Scars On Broadway,Guns Are Loaded,8
KISS,Strutter,8
Causa Sui,Homage,8
Anthrax,Madhouse,8
Type O Negative,I Don't Wanna Be Me,8
Judas Priest,Breaking the Law,8
The HU,The Legend of Mother Swan,8
While She Sleeps,FAKERS PLAGUE,8
Alice In Chains,Them Bones,8
Lucifer,Pull Away/So Many Times,8
Born Of Osiris,The Accursed,8
KALEO,Skinny,8
Alice Cooper,$1000 High Heel Shoes,8
Not My God,Fiction,8
Nine Inch Nails,March Of The Pigs,8
Krokus,Screaming in the Night,8
Tiamat,Whatever That Hurts,8
Type O Negative,Summer Breeze,8
The HU,Yuve Yuve Yu,8
Show Me A Dinosaur,Red River,8
John Garcia,Jim's Whiskers,8
Alpine Universe,The Empire of Winds,8
National Nightmare,Witch,8
Myrkur,Ulvinde,8
One Minute Silence,Rise And Shine,8
Slipknot,Before I Forget,8
Limp Bizkit,Take A Look Around,8
Machine Head,Message in a Bottle,8
Jinjer,Pisces,8
Metallica,Mama Said,8
SWARM,Make It Out Alive,8
The Ocean,Jurassic | Cretaceous,8
Darkthrone,Transilvanian Hunger,8
Covet,nero,8
Immortal,Battles in the North,8
John Diva & the Rockets of Love,American Amadeus,8
Clawfinger,Biggest & the Best,8
Clawfinger,Biggest & The Best - Remastered version,8
Dio,The Last In Line,8
DOWN,Stone the Crow,8
Evereal,When You're Gone,8
Judas Priest,Living After Midnight,8
Glass Tides,Deliberate,8
Traceless,Ghost,8
Reb Beach,Aurora Borealis,8
Led Zeppelin,Immigrant Song - Remaster,8
Robin McAuley,Wanna Take a Ride,8
Boris,Huge,8
Limp Bizkit,Break Stuff,8
Hedningarna,Räven,8
Cold,Just Got Wicked,8
Celtic Frost,A Dying God Coming into Human Flesh,8
Ghostemane,Anti-Social Masochistic Rage [ASMR],8
Dio,Holy Diver,8
Amen,Coma America - Single Version,8
Silver Lake by Esa Holopainen,Ray of Light,8
Danzig,Blood And Tears,8
Demon Head,The Triumphal Chariot of Antimony,8
Liturgy,Antigone,8
The Pineapple Thief,Far Below,8
Moonlight Haze,The Rabbit of the Moon,8
AC/DC,Safe in New York City,8
Snow White Blood,You Belong to Me,8
AC/DC,Back In Black,8
Theraphosa,The Morning Star,8
Metallica,The Unforgiven,8
Annihilator,Phoenix Rising,8
Pain of Salvation,ACCELERATOR,8
British Lion,Lightning,8
Dead Meadow,What Needs Must Be,8
Gwar,If You Want Blood (You Got It),8
Accept,The Undertaker,8
Van Halen,Tattoo,8
The Moon & The Nightspirit,A Hajnal Köszöntése,8
Resolve,Seasick Sailor,8
Steven Wilson,The Same Asylum As Before,8
Combichrist,One Fire,8
Flying Colors,More,8
Sowulo,Wulfwiga,8
Buffalo Fuzz,Perfect Man,8
Nine Inch Nails,Head Like A Hole,8
Soulfly,Bleed,8
Sumo Cyco,Bad News,8
Ozzy Osbourne,Shot in the Dark,8
En Minor,On the Floor,8
Great White,Call It Rock N' Roll,8
Billy F Gibbons,My Lucky Card,8
Norma Jean,Memphis Will Be Laid To Waste,8
In Flames,Through Oblivion,8
The 69 Eyes,Brandon Lee,8
As Everything Unfolds,Grayscale,8
Danzig,Mother,8
Quiet Riot,Cum on Feel the Noize,8
Arch Echo,Stella,8
Anathema,Fragile Dreams,8
Project Vela,Without Me,8
IMMERSE,With You,8
Type O Negative,Unsuccessfully Coping with the Natural Beauty of Infidelity,8
Scorpions,Blackout - 2015 Remaster,8
Prong,Beg To Differ,8
Korn,Blind,8
Sólstafir,Drýsill,8
MoonSun,Falling,8
Within Destruction,No Way Out,8
TesseracT,Juno,8
Exodus,The Toxic Waltz,8
Rammstein,Bück dich,8
Leah,Sanctuary,8
Lindemann,Skills in Pills,8
Desert Sessions,Crucifire,8
Exodus,Good Day To Die,8
Porcupine Tree,Shesmovedon,8
Votum,Prey,8
Gwar,Saddam A GoGo,8
Die Apokalyptischen Reiter,Ghostriders in the Sky,8
Oddko,D4TM,8
CueStack,Through the Night,8
Empyrium,A Lucid Tower Beckons on the Hills Afar,8
Periphery,Garden in the Bones,8
Dream Theater,To Tame a Land,8
KISS,We Are One,8
AC/DC,Big Gun,8
Teramaze,Stone,8
Evildead,Annihilation of Civilization,8
Conquer Divide,Messy,8
Mirrors,Damien,8
System Of A Down,Snowblind,8
Megadeth,No More Mr. Nice Guy,8
Amplifier,Kaleidoscope,8
O.R.k.,Kneel to Nothing,8
Alter Bridge,Blackbird,8
Mondo Generator,"So High, So Low",8
Blackbriar,Deadly Diminuendo,8
Scorpions,Rock You Like a Hurricane - 2015 - Remaster,8
Leaves' Eyes,Chain of the Golden Horn,8
Cradle Of Filth,Her Ghost in the Fog,8
Inter Arma,Purple Rain,8
Ratt,Closer to My Heart,8
Klone,Yonder,8
Xasthur,Screaming at Forgotten Tears,8
Nightwish,How's the Heart?,8
Def Leppard,Let It Go,8
TOOL,Right In Two,8
Marilyn Manson,Lunchbox,8
Carach Angren,Franckensteina Strataemontanus,8
Bury Tomorrow,Earthbound,8
Pantera,Cowboys from Hell,8
Corrosion Of Conformity,Stare Too Long,8
Rotting Christ,Demonon Vrosis,8
Marianas Rest,Pointless Tale,8
Joel Hoekstra’s 13,Hard to Say Goodbye,8
Blackbriar,The Séance,8
Transatlantic,Heart Like a Whirlwind,8
Stitched Up Heart,My Demon,8
Polyphia,LIT,8
Bathory,A Fine Day to Die,8
Vektor,Dead by Dawn,8
Mars Red Sky,Strong Reflection,8
Super Slam Bros.,Illegal Dino Racing,8
Indigo Storm,Chatterbox,8
Testament,Electric Crown,8
Accept,Balls to the Wall,8
Cult Leader,To: Achlys,8
Reflections,Cicada,8
Bruce Dickinson,Tears of the Dragon - 2001 Remastered Version,8
Rainbow,Stargazer,8
Moonspell,The Greater Good,8
The 69 Eyes,Lost Boys,8
The Ocean,Pleistocene,8
Flotsam & Jetsam,Hammerhead,8
Metallica,Fade To Black,8
Rammstein,Du hast,8
Caskets,Lost in Echoes,8
Written by Wolves,Let It Burn,8
Gone Is Gone,Breaks,8
Unprocessed,Abandoned,8
Acid King,Electric Machine,8
Spiritbox,Constance,8
Slayer,Seasons In The Abyss,8
Sleep Token,The Offering,8
Saxon,Princess of the Night,8
Saxon,Princess of the Night - 2009 Remastered Version,8
Bow Down,At the Throne of Azathoth,8
Cro-Mags,Hard Times,8
Nocturnal Pestilence,The Witch,8
Patient Sixty-Seven,Antisocial,8
Rob Zombie,Crow Killer Blues,8
P.O.D.,Boom,8
Alien Ant Farm,Smooth Criminal,8
Matthew K. Heafy,Toss A Coin To Your Witcher,8
Show Me Your Universe,Kid Forever,8
Def Leppard,Too Late For Love,8
ERRA,Disarray,8
Danzig,Snakes Of Christ,8
Savatage,Edge of Thorns,8
Freak Kitchen,Raw,8
Six Feet Under,TNT,8
Accept,The Best Is yet to Come,8
The HU,Sad But True,8
Ghost,If You Have Ghosts,8
Pantera,Floods,8
Black Veil Brides,Fields of Bone,8
Eclipse,Viva La Victoria,8
Tom Morello,Suburban Guerrilla,8
Greenleaf,Our Mother Ash,8
Parazit,Asleep Reason Horror,8
Motörhead,Thunder & Lightning,8
Rammstein,AMERIKA,8
Sleep,Dragonaut,8
Powerwolf,Werewolves of Armenia - Rerecorded Version,8
Green Carnation,The World Without a View,8
Enslaved,Havenless,8
Awaken I Am,Roses,8
Palm Reader,A Bird and Its Feathers,8
Whitesnake,Still Of The Night,8
Dress the Dead,1969,8
Soen,Martyrs,8
Skid Row,18 and Life,8
As Everything Unfolds,Take Me There,8
Heartlay,Bloodright (No Way to Hide) - Moris Blak Remix,8
Truckfighters,Desert Cruiser,8
Kiko Loureiro,EDM (E-Dependent Mind),8
pg.lost,Shelter,8
Tribulation,Leviathans,8
Limp Bizkit,Nookie,8
Zeal & Ardor,Tuskegee,8
Opeth,Dignity,8
Fates Warning,Scars,8
TOOL,Pneuma,8
Shadows Fall,Thoughts Without Words,8
Ov Sulfur,Bathe in the Flame,8
Wolves In The Throne Room,Born from the Serpent's Eye,8
Curses,Rest,8
Bring Me The Horizon,Can You Feel My Heart,8
Cruachan,The Hawthorn,8
The Workhorse Movement,Keep the Sabbath Dream Alive,8
Hellripper,The Affair of the Poisons,8
NOTHX,Rigged,8
Saint Asonia,Ghost,8
Myles Kennedy,A Thousand Words,8
Monster Magnet,Learning to Die,8
Russian Circles,Arluck,8
blessthefall,"Hey Baby, Here's That Song You Wanted",8
Eradicate Me,Asymmetry,8
Shattered Skies,Starbound,8
Soen,Antagonist,8
Snot,Stoopid,8
AC/DC,Hard as a Rock,8
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",8
Coal Chamber,Loco,8
Imminence,Temptation,8
Avenged Sevenfold,Wish You Were Here,8
Michael Romeo,Black,8
Night Demon,Kill the Pain,8
Conquer Divide,Chemicals,8
Killing Joke,The Death & Resurrection Show,8
Warish,Woven,8
Hacktivist,Armoured Core,8
We Were Giants,The Final Encounter,8
Ayreon,"Get Out! Now! (feat. Tom Baker, Dee Snider, Marcela Bovio, Caroline Westendorp, Joe Satriani, Joost van den Broek)",8
System Of A Down,Sugar,8
Ozzy Osbourne,No More Tears,8
Body Count,Hey Joe,8
Paradise Lost,Say Just Words,8
Gama Bomb,Sea Savage,8
Evergreen Terrace,Sweet Nothings Gone Forever,8
Evergrey,The Beholder,8
Tandra,Marching to Infinity,8
Human Impact,Genetic,8
Orchards,Kill The Pain,8
Tired Violence,"What is Today, But Yesterday's Tomorrow?",8
Coal Chamber,Sway,8
Pitchshifter,Genius,8
The Contortionist,Early Grave,8
Architects,Dead Butterflies,8
Torque,H.L.S.,8
Wear Your Wounds,Shrinking Violet,8
Rammstein,ROSENROT,8
3TEETH,PUMPED UP KICKS,8
WuW,En souvenir des jours que nous n'aurons pas vécus,8
The Rods,Let Them Eat Metal,8
Airbourne,"Too Much, Too Young, Too Fast",8
Linkin Park,One Step Closer,8
Plainride,Devil At Your Heels,8
Igorrr,Camel Dancefloor,8
Nebula,To the Center,8
Haken,Prosthetic,8
W.E.T.,Big Boys Don't Cry,8
Absu,Pillars Of Mercy,8
Nekrogoblikon,The Many Faces of Dr. Hubert Malbec,8
Crazy Town,Butterfly,8
Louisahhh,Chaos,8
Praying Mantis,Children of the Earth,8
Beherit,Salomon's Gate,8
Chronologist,Névé,8
Ne Obliviscaris,Intra Venus,8
Nekrogoblikon,Chop Suey!,8
Abyss Walker,Parasite,8
Biohazard,Punishment,8
Andrew W.K.,Babalon,8
Gama Bomb,Lords of the Hellfire Club,8
Ozzy Osbourne,Straight to Hell,8
Defamed,In Tenebris,8
Parkwood,Screwdriver,8
To Kill Achilles,There's No Right Way to Say This....,8
Mastodon,Just Got Paid,8
Déluge,Digue,8
All Them Witches,Enemy of My Enemy,8
TOOL,Schism,8
Pure Obsessions & Red Nights,A Lovely Day - Combichrist Remix,8
GAUPA,Febersvan,8
Spiritual Beggars,Wise As a Serpent,8
Uneven Structure,Innocent,8
VEXED,Fake,8
Metallica,St. Anger,8
Within Temptation,Faster,8
Rotting Christ,Χ Ξ Σ - 666,8
Trivium,Drowning in the Sound,8
Faith No More,Midlife Crisis,8
Deathbeds AU,Enough Isn't Enough,8
Rammstein,ICH TU DIR WEH,8
Earth Eater,Longclaw,8
Devin Townsend,Genesis,8
Tides From Nebula,Paratyphoid Fever,8
Warfect,Left to Rot,8
AC/DC,The Razors Edge,8
Interlinked,Signals - Instrumental,8
Volumes,NO LOVE,8
August Burns Red,Avalanche,8
Drown This City,Borderline Existence,8
NanowaR of Steel,Uranus (feat. Michael Starr),8
Ov Sulfur,Behind the Hand of God,8
Meshuggah,Future Breed Machine,8
Skid Row,Monkey Business,8
Void Of Vision,Decay,8
Dirkschneider & The Old Gang,Face of a Stranger,8
Disturbed,Down with the Sickness,8
Attack Attack!,Brachyura Bombshell,8
Lacuna Coil,Enjoy the Silence - cover version,8
Termina,Desolate Specter,8
Sleep Waker,Melatonin,8
Returning We Hear the Larks,Thousand-Arms Fortress,8
Earshot,Get Away,8
Floor Jansen,Let It Go,8
Qoiet,saw BONES,8
In Flames,Come Clarity,8
In Flames,Metaphor,8
Death,Voice of the Soul,8
Venom,Black Metal,8
Marilyn Manson,This Is The New Shit,8
Dress the Dead,Promises and Kisses,8
Santa Cruz,Crossfire,8
Antariksh,Quest,8
Winger,Seventeen,8
Forbidden,Step by Step,8
Mendel,Descending Upon Hades,8
Iron Maiden,The Wicker Man - 2015 Remaster,8
Motörhead,Ace of Spades,8
Mudvayne,King Of Pain,8
Frost*,Day and Age - Edit,8
A Scent Like Wolves,Telephone,8
TOOL,Fear Inoculum,8
Mudvayne,Happy?,8
Metallica,Sad But True,8
Lake Of Tears,Lost in a Moment,8
VEXED,Hideous,8
Villain of the Story,Stuck,8
Megadeth,Symphony Of Destruction,8
Crowbar,Existense Is Punishment,8
August Burns Red,Westworld,8
Guns N' Roses,Chinese Democracy,8
SKYND,Tyler Hadley,8
neànder,aas,8
Arch Echo,Strut,8
Bad/Love,Come Clean,8
Enslaved,Storm Son,8
I Am Haunted,Curses,8
Municipal Waste,Sadistic Magician,8
Shrezzers,Demure,8
God Is An Astronaut,Burial,8
Oceans,My Own Summer (Shove It),8
Divitius,Lucid - Instrumental,8
Accept,Life's a Bitch,8
Ricky Warwick,When Life Was Hard & Fast,8
From Autumn To Ashes,Short Stories With Tragic Endings,8
Havok,Hang 'Em High,8
Alestorm,Keelhauled,8
Bullet For My Valentine,Tears Don't Fall,8
Liquorworks,Then To Hell With You,8
Varg,Zeichen,8
Abiotic,Emerald,8
Static-X,Bring You Down (Project Regeneration),8
Sleep Waker,Distance,8
Gama Bomb,Sheer Khan,8
Another Now,Outflow,8
Buckethead,Welcome to Bucketheadland,8
Voyager,Colours,8
DevilDriver,Sail,8
Machine Head,Battery,8
Metallica,All Nightmare Long,8
Ohhms,Alive! - Radio Edit,8
WARGASM (UK),Spit. (Hyper's Deconstruction Remix),8
Daniel Tompkins,The Gift,8
HAVAMAL,Hel,8
Van Halen,Poundcake,8
At Vance,Only Human,8
Mick Gordon,Rip & Tear,8
Wizard,I Bring Light Into the Dark,8
Van Halen,Hot for Teacher - 2015 Remaster,8
Karma To Burn,Fifty Seven,8
Metallica,Master Of Puppets,8
Anthrax,Got The Time,8
Us in Motion,Death Poems,8
Scorpions,Big City Nights - 2015 - Remaster,8
Bleeding Through,Love Lost In a Hail of Gun Fire,8
Bonfire,American Nights - Almost Unplugged,8
Nightstalker,Dead Rock Commandos,8
Apocalyptica,En Route To Mayhem,8
White Zombie,Thunder Kiss '65,8
Megadeth,Rust In Peace...Polaris - Remastered 2004,8
Metallica,Whiplash - Remastered,8
Wig Wam,Kilimanjaro,8
Hellhammer,The Third of the Storms (Evoked Damnation),8
Afterlife,Burn It Down,8
Exumer,Possessed by Fire,8
Five Finger Death Punch,Bad Company,8
CueStack,Alive,8
Metalite,We Bring You the Stars,8
Naglfar,Last Breath of Yggdrasil,8
As I Lay Dying,A Greater Foundation,8
Deceptic,Dissonance,8
Shadecrown,The Loss,8
August Burns Red,The Legend Of Zelda,8
Tribulation,Funeral Pyre,8
Grand Magus,Brother of the Storm,8
Orgy,Karma Kastles,8
Metallica,The Unforgiven II,8
LeRoi Thirteen,Stand up and Shout (Cover),8
Smackbound,Drive It Like You Stole It,8
Devin Townsend Project,Failure,8
Machine Head,Davidian,8
Crim,A Song and a Promise,8
Blaze Bayley,War Within Me,8
Defamed,Wounds,8
If I Die First,My Nightmares Would Do Numbers As Horror Movies,8
Norma Jean,/with_errors,8
Bury Me Alive,You & I,8
Bodysnatcher,Break The Cycle,8
Xile,Hollow Point,8
Killswitch Engage,My Last Serenade,8
Bleed From Within,The End of All We Know,8
Krosis,Duplicity,8
Hypocrisy,Slippin' Away,8
TOOL,Opiate,8
Kaunis Kuolematon,Hyvästi,8
Powerwolf,Kiss of the Cobra King (New Version 2019),8
Long Distance Calling,Hazard,8
Skid Row,Quicksand Jesus,8
White Void,The Shovel and the Cross,8
Within Temptation,Entertain You,8
Clawfinger,Out to Get Me,8
Skarlett Riot,Gravity,8
"Above, Below",Paradise,8
Allen/Olzon,Never Die,8
Entombed,Wolverine Blues,8
Apocalyptica,Live or Die (feat. Joakim Brodén),8
Gravemind,Lifelike,8
Arcadia's Fate,The Only Man on Earth,8
LONELYOUTH,Mouth Full of Glass,8
Anathema,Deep,8
Unleash The Archers,Abyss,8
Hulkoff,Martialisk - Svitjod Edition,8
Wake up Frankie,The Outlaw,8
Velvet Revolver,Fall to Pieces,8
Accept,Koolaid,8
Avenged Sevenfold,Afterlife,8
Phantom Elite,The Race,8
Iron Maiden,Speed of Light,8
Berried Alive,Figsaw,8
Avenged Sevenfold,Set Me Free,8
Writing The Future,As Above So Below,8
Wolf King,Holy Serpent,8
Frost*,Heartstrings,8
Ultra-Violence,Welcome To The Freakshow,8
Another Now,Trojan,8
Nightwish,Noise,8
Stepson,Come with Me,8
Alluvial,Colony,8
Ratt,Lay It Down,8
Lion's Share,Aim Higher,8
Sithu Aye,Dark Ages,8
Sons Of Apollo,Desolate July,8
Earth Caller,I Will Return,8
Ost+Front,Ikarus,8
Volbeat,Still Counting,8
Deftones,Back to School (Mini Maggit),8
Cadaveria,Matryoshcada,8
Our Last Night,winter,8
Ministry,Alert Level (Quarantined Mix),8
The Damnnation,Parasite,8
Static-X,Looks That Kill,8
White Zombie,More Human Than Human,8
Metallica,Wherever I May Roam,8
Royal Thunder,Parsonz Curse,8
Exodus,Blacklist,8
Megadeth,Paranoid,8
Avenged Sevenfold,Unholy Confessions,8
Uneven Structure,Hero,8
Claustrofobia,Riff Cult,8
SKYND,Jim Jones,8
My Perfect End,River of Denial,8
Pain,Gimme Shelter,8
Equilibrium,One Folk,8
Light The Torch,More Than Dreaming,8
Mustasch,Down in Black,8
(Hed) P.E.,Suck It Up,8
Galleons,"Hate the Player, Not the Game",8
Stain the Canvas,End,8
Liquid Tension Experiment,Acid Rain,8
Skillet,Legendary,8
In Hearts Wake,Worldwide Suicide,8
Gwar,Sick of You,8
Fu Manchu,Intelligent Worship,8
Liquid Tension Experiment,Paradigm Shift,8
Lamb of God,Ghost Walking,8
Deadlights,Sudden Life / Sudden Death,8
Sirenia,Addiction No. 1,8
Avenged Sevenfold,Nightmare,8
Left to Suffer,Anger,8
Michael Schenker Group,Drilled to Kill,8
Gravemind,Phantom Pain,8
LASTELLE,A Letter Unread,8
As Everything Unfolds,On the Inside,8
Brass Against,Stinkfist,8
Megaherz,Jagdzeit,8
Metallica,The Memory Remains,8
ten56.,Diazepam,8
Jordan Rudess,"Wired For Madness, Pt. 1.1 (Bring It On)",8
Marduk,Serpent Sermon,8
"Our Hollow, Our Home",Better Daze,8
Neon Graves,Piece of Me,8
Everyone Loves A Villain,Let It Die,8
Lamb of God,Laid to Rest,8
Godsmack,When Legends Rise,8
Sepultura,Refuse / Resist,8
John Petrucci,Terminal Velocity,8
Power Trip,Executioner's Tax (Swing of the Axe),8
Mono Inc.,Louder Than Hell,8
1000mods,Mirrors,8
NA CHUI,TILL THE END,8
Beartooth,Hated,8
Lindemann,Platz Eins,8
Nachtblut,Meine Grausamkeit Kennt Keine Grenzen,8
Lacuna Coil,The House of Shame,8
Fu Manchu,Time Is Going On,8
Satyr,Picayune,8
System Of A Down,Chop Suey!,8
Rendezvous Point,Digital Waste,8
Evile,Cult,8
Nine Inch Nails,Closer,8
The Hirsch Effekt,Torka,8
Filter,Where Do We Go From Here,8
Mastodon,Forged By Neron,8
Hoobastank,Crawling In The Dark,8
Eleine,Mein Herz brennt,8
Sentenced,Noose,8
KK's Priest,Hellfire Thunderbolt,8
GAUPA,Vakuum,8
Crisix,This Is Resurrection Fest,8
System Of A Down,Toxicity,8
King's X,Dogman,8
Manntra,Barren King,8
Monster Magnet,Look To Your Orb For The Warning,8
Wars,"High Art, Low Culture",8
Batushka,Yekteniya I,8
Obituary,Redneck Stomp,8
Dozer,Big Sky Theory,8
Burning Witches,Dance with the Devil,8
Galleons,Playing With Fire is Such a Cliché,8
HELLYEAH,You Wouldn't Know,8
VOLA,Head Mounted Sideways,8
Daniel Tompkins,Tyrant,8
Dead by April,Heartbeat Failing,8
Trivium,Until the World Goes Cold,8
Staind,Mudshovel,8
Arrival Of Autumn,Witness,8
The One Hundred,Monster,8
Infectious Grooves,Violent & Funky,8
Gojira,Flying whales,8
Slipknot,Duality,8
Kissing Candice,Tapeworm,8
Pure Obsessions & Red Nights,God's Creatures - Jimmy Urine Remix,8
Monster Magnet,Space Lord,8
Between The Buried And Me,Mordecai,8
We Butter The Bread With Butter,Klicks. Likes. Fame. Geil!,8
Mister Misery,Mister Hyde,8
Nachtblut,Leierkinder,8
Incubus,A Certain Shade of Green,8
Behemoth,Blow Your Trumpets Gabriel,8
Battering Ram,Pieces,8
Warfect,Into the Fray,8
Divine Chaos,The Way to Oblivion,8
RedHook,Kamikaze,8
Liv Sin,Slave to the Machine,8
Aesthetic Perfection,S E X,8
Lacuna Coil,Save Me,8
Softspoken,The Road,8
Bodysnatcher,Take Me To Hell,8
Noctule,Evenaar,8
Motörhead,Overkill,8
Black Label Society,Suicide Messiah,8
BABYMETAL,Gimme Chocolate!!,8
Ihsahn,Spectre At The Feast,8
Disturbed,The Vengeful One,8
Pantera,Cemetery Gates,8
John Garcia,My Everything,8
Trivium,In Waves,8
Monuments,Leviathan,8
Unearth,Giles,8
So It Begins,Fenrir,8
Meshuggah,New Millennium Cyanide Christ,8
Papa Roach,Between Angels And Insects,8
PIG,Prey & Obey,8
Takatak,Fault Lines,8
Fear Factory,Edgecrusher,8
Aerosmith,Cryin',8
Caskets,Glass Heart,8
Judas Priest,Painkiller,8
Motörhead,Heroes,8
Black Sabbath,God Is Dead?,8
Machine Head,Halo,8
Deathstars,Blitzkrieg,8
Frost*,Terrestrial,8
Car Bomb,Lights Out,8
The Devil Wears Prada,Born To Lose,8
ODC,I Don't Know You,8
Bloody Hammers,Let Sleeping Corpses Lie,8
Ihsahn,Arcana Imperii,8
Prospective,Against All Odds,8
The Devil Wears Prada,Nightfall,8
CKY,Disengage the Simulator,8
Bring Me The Horizon,Sleepwalking,8
Unprocessed,Fear,8
Diamond Head,It's Electric,8
TOOL,Sober,8
Sacred Reich,Surf Nicaragua,8
Wake Up Hate,The Panic,8
Solence,Deafening,8
Suicide Silence,You Only Live Once,8
Arch Enemy,Symphony of Destruction - cover version,8
Vulture Industries,Deeper,8
Paradise Lost,Hallowed Land,8
Sepultura,Orgasmatron,8
Voivod,Astronomy Domine,8
Veil Of Maya,Viscera,8
Parkway Drive,Sleepwalker,8
Behemoth,Conquer All,8
Orianthi,Sinners Hymn,8
In Deception,Forever // Always,8
Metal Church,Conductor (Redux),8
bloodsimple,Dead Man Walking,8
Accuser,Phantom Graves,8
Animals As Leaders,Physical Education,8
RVNT,Hollow,8
Holehearted,Forlorn,8
Spiritbox,Circle With Me,8
Stratovarius,Hunting High And Low,8
TOOL,The Grudge,8
Testament,Nobody's Fault,8
Fit For An Autopsy,Fear Tomorrow,8
Annihilator,Alison Hell,8
Banshee,FUCK WITH A WITCH 2,8
Soulfly,Back to the Primitive,8
Alien Weaponry,Holding My Breath,8
The Wise Man's Fear,Firefall,8
Great American Ghost,Altar of Snakes,8
Pantera,Walk,8
Rage,Straight To Hell,8
Damageplan,Pride,8
Erik Ekholm,Extinction,8
Liquid Tension Experiment,The Passage of Time,8
Angelus Apatrida,Bleed the Crown,8
Tetrarch,Negative Noise,8
Toxik,Heart Attack,8
Stephen Taranto,Pixel Heart: Verdant,8
Evile,Thrasher,8
Emmure,PIGS EAR,8
TOOL,The Pot,8
Judas Priest,Night Crawler,8
H.E.A.T,Rise - Kenny Leckremo Version,8
AC/DC,Thunderstruck,8
Stepping Sideways,Quintessence,8
Ayron Jones,Mercy,8
My Dying Bride,Macabre Cabaret,8
Exanimate,Grey State,8
Korn,Falling Away from Me,8
Avalanche Effect,The Veil,8
Sold Soul,For Whom the Banshee Cries,8
Rob Zombie,Superbeast,8
Dissection,Frozen,8
Knocked Loose,Deadringer,8
Hellryder,Night Rider,8
Lords of Black,Into the Black,8
Volbeat,Our Loved Ones,8
The Disaster Area,Bruised & Broken,8
Metalite,Cloud Connected,8
Fu Manchu,Eatin' Dust,8
HORSKH,Cut the Knot,8
The Southern Oracle,Prisoner,8
Animals As Leaders,An Infinite Regression,8
Delain,One Second,8
Metallica,Motorbreath (Remastered),8
Moments,The Suffering,8
The Order,Supreme Hypocrisy,8
Allegaeon,Concerto in Dm,8
Witchcraft,Deconstruction,8
Circle of Dust,Contagion,8
Arion,I Love to Be Your Enemy,8
Manowar,Kings of Metal,8
Hidden Intent,Dead End Destiny,8
Megadeth,Train Of Consequences - Remastered 2004,8
As I Lay Dying,My Own Grave,8
Wake up Frankie,Shotgun Prophecy,8
A Light Divided,Radio Silence,8
Mercyful Fate,Curse of the Pharaohs,8
Howling Giant,Rooster,8
Sepultura,Tainted Love,8
Vektor,Activate,8
Convictions,Teeth,8
Bathory,Call from the Grave,8
Equilibrium,Renegades - A Lost Generation,8
Rob Zombie,"Well, Everybody's Fucking In A U.F.O.",8
Dream Drop,Reckless Demon Youth,8
Opeth,Heart in Hand,8
Danzig,Am I Demon,8
Accept,Fast As A Shark,8
GHØSTKID,START A FIGHT,8
The Monolith Deathcult,Gone Sour Doomed,8
Tulkas,The Shortest Straw - Metallica Cover,8
Intervals,Touch and Go,8
Auðn,Næðir um,8
Anvil,Nabbed in Nebraska,8
H.E.A.T,Dangerous Ground,8
Magnus Karlsson’s Free Fall,Dreams and Scars (feat. Renan Zonta),8
Levels,Chauvinist,8
Sodom,Sodom & Gomorrah,8
Code Orange,Swallowing the Rabbit Whole,8
Dream Theater,"Metropolis - Part I: ""The Miracle and the Sleeper""",8
Taproot,Poem,8
Motörhead,Heartbreaker,8
Mötley Crüe,The Dirt (Est. 1981) [feat. Machine Gun Kelly],8
Make Them Suffer,Erase Me,8
Devilskin,Corrode,8
Defocus,Diverge,8
Lost Symphony,Conflagration,8
Dope,Rebel Yell,8
Greyhaven,Echo and Dust Pt. I,8
Enslaved,Jettegryta,8
Deftones,Swerve City,8
Deftones,7 Words,8
Prestige,You Weep,8
Red Death,Path of Discipline,8
Four Stroke Baron,Lunatic Fringe,8
Egypt Central,Hunted,8
Sons Of Apollo,Goodbye Divinity,8
Zergananda,The Path to Valhalla,8
Mudvayne,Dig,8
Unprocessed,Exhale,8
Gojira,Stranded,8
The Dead Daisies,Like No Other 2021,8
Napalm Death,A Bellyful of Salt and Spleen,8
Pantera,Hollow,8
Wolf King,Sanctuary,8
Slayer,Angel Of Death,8
