Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Genre
Kansas,Carry on Wayward Son,76,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88E-05,0.446,0.793,126.755,323000,4,10
Kansas Joe McCoy & Memphis Minnie,When the Levee Breaks,5,0.62,0.439,7,-6.826,0,0.0391,0.916,0.000156,0.101,0.514,98.06,191120,4,2
Kanye West,Drive Slow,59,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94E-06,0.229,0.488,81.291,272227,1,5
Kanye West,Two Words,55,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43E-06,0.217,0.446,84.649,266213,4,5
Kappi Kat,Baarish,14,0.461,0.777,2,-7.469,1,0.0306,0.388,0.923,0.291,0.525,163.043,283909,4,6
Karen Lovely,Fish Outta Water,34,0.761,0.465,4,-7.967,0,0.0347,0.534,0.331,0.129,0.652,114.004,230533,4,2
Karen Nyame KG,Koko,38,0.812,0.725,8,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,172489,4,1
Karen Nyame KG,Koko,38,0.812,0.725,8,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,172489,4,6
Karl Denson,Seven Nation Army,15,0.593,0.849,4,-5.265,0,0.0392,0.0369,0.862,0.104,0.636,121.797,402800,4,10
Karl Hector & The Malcouns,Mother Seletta,36,0.361,0.91,9,-7.914,1,0.0943,0.0338,0.648,0.122,0.305,108.168,486861,4,6
Karl Hector & The Malcouns,Mother Seletta,36,0.361,0.91,9,-7.914,1,0.0943,0.0338,0.648,0.122,0.305,108.168,486861,4,10
Karma To Burn,Fifty Seven,42,0.282,0.963,11,-5.558,1,0.0584,0.000651,0.566,0.338,0.643,96.155,266124,4,8
Karma To Burn,Fifty Seven,42,0.282,0.963,11,-5.558,1,0.0584,0.000651,0.566,0.338,0.643,96.155,266124,4,10
Karnatriix,Entharo Pallavi & Charanam,26,0.66,0.475,7,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,4.900216667,4,0
Karnatriix,Entharo Pallavi & Charanam,28,0.66,0.475,7,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,294013,4,6
Karnatriix,Delicately Tuned,17,0.555,0.22,9,-13.717,0,0.0381,0.617,0.0647,0.321,0.238,83.988,429707,4,6
Karnivool,Themata,44,0.528,0.926,4,-5.29,0,0.0886,4.30E-05,0.000462,0.0788,0.242,93.988,346760,4,8
Karolina,Lion,19,0.71,0.583,9,-7.309,1,0.321,0.154,5.02E-05,0.723,0.476,79.938,256707,4,5
Karsh Kale,High,22,0.296,0.764,6,-8.241,1,0.0563,0.118,0.823,0.145,0.113,167.999,2.775066667,4,0
Karsh Kale,Butterfly Effect (Feat. Ankita Joshi),7,0.563,0.922,2,-4.565,1,0.055,0.00254,0.116,0.141,0.0887,149.993,4.382483333,4,0
Karsh Kale,Shyam,16,0.554,0.626,7,-7.793,1,0.0324,0.0304,0.00481,0.179,0.0386,111.004,5.914666667,4,0
Karsh Kale,Milan,33,0.603,0.864,11,-11.832,1,0.0524,0.427,0.892,0.329,0.49,165.033,8.905116667,4,0
Karsh Kale,Milan,34,0.603,0.864,11,-11.832,1,0.0524,0.427,0.892,0.329,0.49,165.033,534307,4,6
Kartell,Crossing Paths,44,0.827,0.745,4,-6.832,0,0.0443,0.0762,0.83,0.0753,0.387,115.047,244707,4,6
"Karthick Iyer, Sadashiva Bhramendrar, Haricharan","Manasa Sancharare (From ""Five Strings And A Few Circuits"")",21,0.458,0.517,2,-12.141,1,0.0407,0.0284,7.79E-06,0.0415,0.339,149.896,4.46685,4,0
Kartikeya Vashist,The Winds of Bihu,23,0.605,0.574,1,-12.217,1,0.0588,0.744,0.904,0.213,0.176,89.941,230000,3,6
Kasabian,Shoot the Runner,55,0.526,0.776,7,-4.169,1,0.0852,0.000431,0.0157,0.334,0.524,131.194,207373,4,1
Kasabian,Fire,66,0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,252280,4,1
Kasabian,Underdog,63,0.526,0.895,5,-5.407,0,0.0543,0.0603,1.30E-06,0.582,0.655,101.016,277467,4,1
Kasabian,L.S.F.,51,0.617,0.754,9,-7.395,1,0.0363,0.00754,0.000171,0.256,0.397,105.282,196853,4,6
Kasabian,Shoot the Runner,55,0.526,0.776,7,-4.169,1,0.0852,0.000431,0.0157,0.334,0.524,131.194,207373,4,6
Kasabian,L.S.F.,51,0.617,0.754,9,-7.395,1,0.0363,0.00754,0.000171,0.256,0.397,105.282,196853,4,10
Kasabian,Wasted,53,0.577,0.896,1,-6.662,0,0.0392,0.0108,7.42E-05,0.206,0.591,127.967,247307,4,10
Kasbo,Aldrig Mer (feat. TENDER),47,0.359,0.774,7,-5.789,1,0.0745,0.0649,0.104,0.11,0.141,184.739,243919,4,6
Kash Doll,Bossa Nova (feat. Tee Grizzley),56,0.908,0.696,9,-5.18,1,0.264,0.0213,4.06E-05,0.0747,0.287,102.032,156842,4,5
Kaspar Mann,Ordino,50,0.631,0.183,9,-17.128,1,0.0846,0.994,0.929,0.113,0.399,83.481,2.629666667,1,7
Kassa Overall,Who's on the Playlist,43,0.667,0.417,5,-10.732,1,0.047,0.666,0.00106,0.671,0.329,109.954,230404,4,5
Kat Von D,Exorcism,42,0.464,0.943,4,-4.777,0,0.0338,0.00247,0.452,0.191,0.36,145.004,219056,4,1
Kat Von D,Exorcism,42,0.464,0.943,4,-4.777,0,0.0338,0.00247,0.452,0.191,0.36,145.004,219056,4,10
Kataklysm,Underneath the Scars,46,0.446,0.972,7,-5.689,1,0.1,1.26E-06,0.368,0.356,0.199,108.027,226840,4,8
Kate Bush,Wuthering Heights,69,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,4,6
Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,60,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840,4,6
Kate Bush,This Woman's Work,58,0.35,0.113,8,-18.804,1,0.0403,0.874,2.68E-05,0.0751,0.151,128.271,218907,4,10
Kathleen Edwards,Glenfern,47,0.666,0.803,2,-6.156,1,0.028,0.0228,0.000493,0.193,0.54,123.011,270120,4,1
Kati Ran,Unnr | MINDBEACH,44,0.412,0.402,9,-11.421,0,0.0335,0.795,0.365,0.089,0.0362,121.076,576250,4,8
Kati Ran,Blodbylgje,42,0.112,0.404,7,-13.954,0,0.0414,0.871,0.138,0.345,0.066,74.13,922218,4,8
Katie Buchanan,"All of It, Again",27,0.548,0.716,1,-5.86,1,0.0445,0.471,2.39E-06,0.264,0.559,119.997,243649,3,2
Katie Dey,Darkness (Lonelyspeck remix),31,0.635,0.629,2,-4.955,1,0.0285,0.649,0.897,0.209,0.402,107.98,142825,4,6
Katori Walker,Many Men (Curtis),49,0.488,0.681,10,-5.552,0,0.351,0.626,0.0516,0.101,0.798,84.255,138710,4,5
Katy Kirby,Juniper,44,0.695,0.535,8,-9.149,1,0.0302,0.535,1.26E-05,0.238,0.811,116.03,159453,4,1
Katy Kirby,Cool Dry Place,42,0.412,0.348,4,-10.229,1,0.029,0.255,0.00145,0.103,0.427,137.469,300587,4,6
Kaunis Kuolematon,Kylmä maa,29,0.406,0.963,11,-7.108,1,0.18,6.16E-05,0.849,0.176,0.052,124.932,421000,4,8
Kaunis Kuolematon,Hyvästi,34,0.436,0.907,4,-6.784,0,0.0608,0.000493,0.793,0.348,0.0692,115.017,452900,4,8
Kavinsky,Testarossa (SebastiAn Remix),42,0.601,0.807,1,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,298080,4,1
Kavinsky,Nightcall,59,0.509,0.856,9,-5.091,0,0.0553,0.00895,0.0108,0.424,0.427,91.02,257320,4,6
Kavita Krishnamurthy,Saanson Ki Mala,31,0.517,0.643,6,-10.679,0,0.0627,0.395,0.00239,0.141,0.782,143.786,6.79155,3,3
Kavita Krishnamurthy,Main Cheez Badi Hoon (With Jhankar Beats),20,0.623,0.86,10,-10.802,0,0.0857,0.189,3.19E-05,0.0685,0.837,165.483,6.003783333,4,3
Kavita Krishnamurthy,Hawa Hawai,41,0.529,0.836,1,-8.429,1,0.0751,0.713,3.01E-05,0.156,0.652,97.22,7.03645,4,3
"Kavita Krishnamurthy, Mohammad Salamat, Dominique",Hum Dil De Chuke Sanam,43,0.625,0.459,8,-10.762,1,0.028,0.241,0.000657,0.134,0.424,111.079,6.77355,4,3
KAWALA,Chasing/Wasting Time,48,0.675,0.795,8,-6.441,0,0.0323,0.0647,0.00294,0.154,0.905,117.959,158840,4,6
KAYTRANADA,Caution,58,0.696,0.394,11,-13.825,0,0.539,0.0579,0.821,0.0899,0.747,216.053,155758,4,1
KAYTRANADA,Caution,58,0.696,0.394,11,-13.825,0,0.539,0.0579,0.821,0.0899,0.747,216.053,155758,4,9
Kayzo,Breakdown,49,0.447,0.988,2,-0.846,1,0.446,0.0164,0.000833,0.0727,0.113,179.968,249333,4,1
Kayzo,Never Let You Down (with TELLE),44,0.446,0.999,9,-1.59,0,0.313,0.0289,0.0566,0.612,0.0624,149.919,166800,4,10
Kayzo,Tormenta,43,0.336,0.947,5,-2.247,0,0.0669,0.000731,0.174,0.917,0.205,150.054,199513,4,10
Kayzo,Night Terror (feat. Of Mice & Men),47,0.657,0.744,7,-5.193,1,0.0341,0.00225,0.0433,0.362,0.241,90.026,204611,4,10
Kayzo,Lifeline,49,0.442,0.958,5,-1.841,0,0.0848,0.0252,3.46E-06,0.259,0.304,149.884,246400,4,10
Kayzo,Wait,34,0.508,0.929,8,-3.018,1,0.142,0.00099,0.313,0.0876,0.227,149.844,251200,4,10
Kayzo,Before The Storm,45,0.522,0.878,5,-3.775,0,0.0583,0.0032,7.36E-05,0.372,0.161,89.995,293286,4,10
KBong,Foolish Fool,43,0.723,0.465,9,-7.554,1,0.0382,0.764,1.34E-05,0.452,0.372,120.026,270720,4,10
KCIDY,Souterrains,32,0.682,0.41,5,-12.165,0,0.0279,0.174,1.21E-05,0.123,0.371,94.987,198893,4,6
Keane,Silenced By The Night,55,0.515,0.809,1,-5.051,1,0.0288,0.00188,9.86E-06,0.0983,0.237,111.985,196467,4,10
Keane,Somewhere Only We Know,77,0.448,0.665,9,-4.203,1,0.026,0.06,2.55E-05,0.0828,0.304,172.004,237147,4,10
Keane,Nothing In My Way,61,0.399,0.854,10,-4.97,0,0.0294,0.00107,3.96E-06,0.0893,0.872,172.478,240387,4,10
Keane,Fly To Me,43,0.417,0.497,7,-7.812,1,0.0325,0.0097,0.00021,0.126,0.0698,119.867,332973,4,10
Keaton Henson,You Don't Know How Lucky You Are,53,0.389,0.314,2,-8.559,1,0.0345,0.772,0.576,0.109,0.107,95.641,228080,4,6
Keb' Mo',Howl For Me Daddy,32,0.649,0.71,4,-6.656,0,0.0875,0.424,0.0243,0.118,0.733,149.928,145480,4,2
Keef Hartley Band,Sinnin' For You,24,0.396,0.436,5,-15.616,1,0.0411,0.254,0.469,0.125,0.389,139.664,350760,4,10
Keef Hartley Band,Leavin' Trunk,32,0.353,0.438,5,-14.155,1,0.0358,0.192,0.085,0.108,0.728,82.004,356360,4,10
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34,0.315,0.565,11,-8.667,1,0.0369,0.65,0.671,0.107,0.0617,99.49,3.48,4,0
Keith Jarrett Trio,I Thought About You,45,0.337,0.0281,5,-28.315,1,0.0327,0.89,0.325,0.184,0.0804,101.031,4.027783333,4,7
Keith Urban,Long Hot Summer,61,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62E-06,0.0927,0.769,127.987,4.559783333,4,4
Keith Urban,Somebody Like You,66,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,5.384,4,4
Keith Wallen,Dream Away,43,0.401,0.815,2,-5.731,1,0.042,0.000139,0.0154,0.104,0.276,74.995,193800,4,10
Keith Whitley,I'm No Stranger to the Rain,46,0.671,0.44,4,-11.15,1,0.0235,0.401,0.131,0.111,0.489,88.115,3.601116667,4,4
Keith Whitley,When You Say Nothing at All,53,0.673,0.346,3,-12.803,1,0.0245,0.721,4.48E-06,0.0475,0.396,80.012,3.708216667,4,4
Keith Whitley,Don't Close Your Eyes,53,0.618,0.271,7,-13.695,1,0.026,0.723,0.000558,0.129,0.264,78.334,4.192666667,4,4
Keller Williams,Right Here,43,0.633,0.194,8,-14.543,1,0.0729,0.885,0.404,0.111,0.421,143.376,348383,4,2
Keller Williams,West L.A. Fade Away,41,0.587,0.762,7,-6.946,1,0.0356,0.393,0.0888,0.789,0.743,91.936,379427,4,10
Kelly Joe Phelps,Talkin' To Jehova,36,0.72,0.142,4,-18.26,0,0.05,0.941,0.0969,0.09,0.64,107.134,276107,4,2
Kelly Joe Phelps,Lead Me On,41,0.345,0.307,9,-13.97,1,0.031,0.834,0.000239,0.101,0.483,176.666,287947,4,2
Kelly Lee Owens,Re-Wild (Breaka Remix),26,0.623,0.852,6,-8.573,0,0.0446,0.0241,0.795,0.297,0.341,128.984,316304,4,1
Kelly Lee Owens,Re-Wild,43,0.443,0.429,6,-10.169,0,0.0392,0.227,0.0083,0.112,0.185,111.968,222200,4,6
Kelly Lee Owens,Re-Wild (Breaka Remix),26,0.623,0.852,6,-8.573,0,0.0446,0.0241,0.795,0.297,0.341,128.984,316304,4,6
Kelpe,All the Way Round - Edit,40,0.252,0.147,2,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,270025,4,1
Kelsey Lu,let all the poisons that lurk in the mud seep out,44,0.398,0.544,8,-8.49,0,0.0337,0.83,0.0341,0.18,0.216,94.921,211286,3,6
Kelsy Karter,Love Me or Hate Me,45,0.479,0.937,8,-5.269,1,0.0521,0.00214,0.00105,0.25,0.56,165.982,196988,4,9
Kelvyn Boy,Tele,49,0.848,0.743,1,-7.095,0,0.0804,0.362,0.0014,0.102,0.706,100.036,194400,4,9
Kembe X,Back At It,46,0.489,0.832,2,-5.717,1,0.19,0.208,2.02E-06,0.139,0.253,148.068,194605,4,5
Kendell Marvel,Hard Time with the Truth,45,0.535,0.612,7,-9.219,0,0.0333,0.328,0.217,0.125,0.163,92.477,251437,4,10
Kendell Marvel,Lowdown & Lonesome,47,0.504,0.874,1,-7.09,1,0.037,0.00185,0.000193,0.049,0.867,180.009,263000,4,10
Kendra Collins Band,Pure Imagination,51,0.483,0.292,8,-16.653,1,0.0305,0.865,0.778,0.115,0.175,139.348,5.2579,5,7
Kendra Morris,Banshee,38,0.499,0.523,5,-7.845,1,0.0574,0.268,0.000173,0.248,0.41,190.96,226973,3,10
Kenny Chesney,Don't Blink,58,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22E-05,0.305,0.647,147.925,4.754666667,4,4
"Kenny Chesney, Uncle Kracker",When the Sun Goes Down,67,0.798,0.741,9,-6.802,1,0.0284,0.0432,3.00E-06,0.252,0.708,104.945,4.842666667,4,4
Kenny Dorham,Alone Together - Rudy Van Gelder Remaster,52,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,3.173333333,4,7
Kenny Drew,I Could Write A Book,32,0.61,0.219,7,-14.668,0,0.0464,0.935,0.447,0.0825,0.587,148.284,4.675333333,4,7
Kenny Loggins,"Footloose - Live at Live Aid, John F. Kennedy Stadium, 13th July 1985",30,0.551,0.974,9,-4.776,1,0.0614,0.114,7.81E-05,0.969,0.229,87.71,4.239016667,4,9
Kenny Loggins,Footloose,67,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36E-05,0.118,0.582,173.938,226293,4,10
Kenny Loggins,This Is It,60,0.641,0.497,7,-12.228,0,0.029,0.254,2.15E-06,0.158,0.743,102.274,236733,4,10
Kenny Mason,Much Money (feat. Freddie Gibbs),56,0.753,0.605,8,-6.792,1,0.0832,0.0874,2.33E-05,0.169,0.37,112.991,187120,4,5
Kenny Neal,Old Friends,25,0.559,0.639,7,-9.845,1,0.0327,0.126,0.103,0.0928,0.857,118.925,277933,3,2
Kenny Neal,Hooked On Your Love,13,0.576,0.693,9,-9.936,1,0.0374,0.546,0.109,0.186,0.908,159.786,285093,3,2
Kenny Neal,Blues Stew,22,0.684,0.556,2,-12.212,1,0.0429,0.0336,0.00122,0.151,0.654,116.269,214707,4,2
Kenny Wayne Shepherd,Mr. Soul,24,0.233,0.931,2,-7.206,1,0.132,0.0015,0.00273,0.983,0.608,137.834,235173,4,2
Kenny Wayne Shepherd,Woman Like You,39,0.343,0.901,7,-4.298,1,0.0444,0.00336,8.72E-06,0.258,0.668,174.134,259720,4,2
Kenny Wayne Shepherd,Woman Like You - Live,30,0.143,0.912,7,-6.754,1,0.0823,0.00733,0.000667,0.727,0.415,172.514,260133,4,2
Kenny Wayne Shepherd,Down For Love - Live,26,0.329,0.893,9,-6.486,1,0.0772,0.00182,0.000652,0.75,0.556,133.074,269440,4,2
Kenny Wayne Shepherd,Diamonds & Gold,41,0.571,0.852,8,-5.752,1,0.0323,0.0418,2.37E-05,0.0527,0.804,92.155,317773,4,2
Kenny Wayne Shepherd,Blue On Black - Live,32,0.339,0.69,7,-8.307,1,0.0306,0.00388,0.000987,0.983,0.421,154.623,332653,4,2
Kenny Wayne Shepherd,True Lies,50,0.367,0.769,9,-7.258,1,0.0317,0.00032,0.628,0.0631,0.7,173.186,348040,4,2
Kenny Wayne Shepherd,Diamonds & Gold - Live,33,0.342,0.828,1,-6.802,1,0.0327,0.00383,0.00031,0.77,0.681,93.139,387347,4,2
Kenny Wayne Shepherd,I Want You,34,0.43,0.814,3,-5.079,1,0.0511,0.00956,0.151,0.0962,0.711,130.973,387707,4,2
Kenny Wayne Shepherd,Diamonds & Gold,41,0.571,0.852,8,-5.752,1,0.0323,0.0418,2.37E-05,0.0527,0.804,92.155,317773,4,10
KennyHoopla,hollywood sucks//,65,0.578,0.894,2,-4.671,1,0.0593,0.00158,7.51E-06,0.383,0.522,139.99,153040,4,1
KennyHoopla,lost cause// (with grandson),54,0.698,0.675,4,-4.941,0,0.0412,0.000348,0.251,0.0916,0.484,116.02,171285,4,1
KennyHoopla,how will i rest in peace if i'm buried by a highway?//,63,0.479,0.844,1,-4.338,0,0.0819,0.0134,3.91E-06,0.195,0.49,159.852,218533,4,6
KennyHoopla,hollywood sucks//,65,0.578,0.894,2,-4.671,1,0.0593,0.00158,7.51E-06,0.383,0.522,139.99,153040,4,9
KennyHoopla,estella//,68,0.472,0.811,8,-5.121,1,0.0612,0.000839,0.000143,0.373,0.637,164.991,118733,4,10
KennyHoopla,hollywood sucks//,65,0.578,0.894,2,-4.671,1,0.0593,0.00158,7.51E-06,0.383,0.522,139.99,153040,4,10
KennyHoopla,lost cause// (with grandson),54,0.698,0.675,4,-4.941,0,0.0412,0.000348,0.251,0.0916,0.484,116.02,171285,4,10
Ketan Mohite,Space Trip,18,0.484,0.552,2,-13.993,1,0.034,0.00344,0.881,0.0902,0.231,149.984,134400,4,6
Kevin Gates,Plug Daughter 2,65,0.763,0.806,7,-5.082,0,0.172,0.668,6.99E-06,0.527,0.739,127.998,226875,4,5
Kevin Gates,Big Gangsta,80,0.879,0.574,10,-5.602,0,0.391,0.519,8.76E-06,0.144,0.346,144.911,243463,4,5
Khalid,Free Spirit,74,0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994,182080,4,9
Khruangbin,Summer Madness,59,0.504,0.323,6,-12.442,0,0.0481,0.382,0.835,0.373,0.453,79.654,201917,4,1
Khruangbin,Summer Madness,59,0.504,0.323,6,-12.442,0,0.0481,0.382,0.835,0.373,0.453,79.654,201917,4,6
Khruangbin,Midnight,65,0.663,0.552,5,-8.925,0,0.0308,0.0574,0.0131,0.0973,0.687,132.867,314684,4,6
Khruangbin,Time (You and I),65,0.751,0.49,11,-13.679,1,0.0453,0.00932,0.145,0.0725,0.925,105.407,342189,4,6
Ki Oni,A Single Heron Takes Flight,31,0.272,0.251,11,-16.73,0,0.0498,0.976,0.897,0.111,0.292,86.118,402000,3,6
Kiasmos,Blurred - Sven Helbig Rework,42,0.0855,0.122,2,-18.526,1,0.0436,0.946,0.945,0.134,0.0372,85.44,284619,4,1
Kickin Valentina,End Of The Road,38,0.559,0.875,9,-6.894,1,0.0367,7.69E-06,0.0125,0.359,0.626,133.03,252213,4,10
KID BRUNSWICK,Prescription Kid,53,0.529,0.767,1,-5.847,1,0.0407,0.00069,0.00206,0.37,0.299,87.462,208601,4,10
KID BRUNSWICK,Bipolar Rhapsody,53,0.416,0.681,11,-7.122,0,0.0384,0.00971,0.000578,0.105,0.266,149.892,288147,4,10
Kid Cudi,Show Out (with Skepta & Pop Smoke),79,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4,5
Kid Cudi,Day 'N' Nite (Nightmare),72,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13E-06,0.122,0.803,138.018,3.687333333,4,9
Kid Ink,Red Light,55,0.829,0.619,9,-8.275,0,0.0996,0.0871,1.30E-06,0.119,0.217,102.025,160161,4,5
KiDi,Touch It,50,0.893,0.757,10,-2.843,1,0.0738,0.112,0.0634,0.107,0.681,95.018,165000,4,9
Kids Return,Melody,35,0.577,0.474,6,-8.976,1,0.0293,0.518,1.04E-05,0.099,0.582,146.03,193107,4,6
Kiko,goblin,32,0.727,0.232,11,-19.045,0,0.379,0.628,0.00852,0.111,0.342,144.918,119172,4,6
Kiko Loureiro,EDM (E-Dependent Mind),34,0.43,0.778,11,-6.505,0,0.0719,0.00228,0.817,0.0605,0.54,86.894,265213,4,8
Kill The Lights,Battery,33,0.175,0.972,1,-6.033,1,0.137,2.23E-05,0.28,0.0828,0.141,195.084,310547,4,8
Killer Mike,Kryptonite,54,0.863,0.916,2,-4.523,1,0.137,0.0829,7.09E-06,0.566,0.964,145.182,272587,4,5
Killing Joke,Eighties,54,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280,4,1
Killing Joke,Eighties,54,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280,4,6
Killing Joke,The Death & Resurrection Show,42,0.566,0.939,7,-6.289,1,0.0862,0.00173,0.0075,0.106,0.346,100.011,416187,4,8
Killing Joke,Eighties - 2007 Digital Remaster,54,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280,4,10
Killitorous,Married with Children,25,0.401,0.989,5,-3.144,1,0.165,1.06E-05,0.926,0.0771,0.103,125.011,196325,4,8
KillRadio,"Election Year, Pt. 1",22,0.691,0.748,4,-9.94,1,0.05,0.0791,1.34E-05,0.115,0.548,103.012,248932,4,10
Kills Birds,Volcano,38,0.274,0.984,7,-3.378,1,0.29,0.00155,0.0503,0.314,0.359,169.235,168824,4,1
Kills Birds,Volcano,38,0.274,0.984,7,-3.378,1,0.29,0.00155,0.0503,0.314,0.359,169.235,168824,4,10
Killswitch Engage,My Last Serenade,52,0.441,0.943,3,-4.996,1,0.138,0.000506,0.0397,0.122,0.142,177.971,253760,4,8
Kilo Kish,BITE ME,48,0.761,0.806,10,-4.402,0,0.0603,0.0664,0.00695,0.619,0.707,116.977,206893,4,6
Kilo Kish,NICE OUT,56,0.684,0.914,11,-3.596,0,0.0333,0.00229,0.288,0.299,0.181,108.984,246733,4,6
Kim Logan,Better Way,34,0.477,0.67,1,-6.162,1,0.0292,0.000183,0.777,0.135,0.323,106.105,244845,4,2
Kim Wilde,Kids In America,69,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75E-06,0.118,0.305,159.621,205533,4,10
King Charles,Freak - Radio Edit,28,0.597,0.457,2,-5.931,0,0.0479,0.0374,0.313,0.114,0.416,170.017,219978,4,1
King Combs,Holdin Me Down,59,0.671,0.622,9,-5.709,0,0.348,0.236,1.29E-06,0.0928,0.417,155.599,251839,4,5
King Crimson,21st Century Schizoid Man,58,0.365,0.701,7,-9.914,0,0.0575,0.000405,0.572,0.196,0.558,93.477,442581,3,10
King Crimson,Red,42,0.297,0.743,9,-8.565,1,0.0299,0.00277,0.879,0.16,0.119,87.829,375749,4,10
King Crimson,Starless And Bible Black,29,0.257,0.403,7,-17.972,1,0.0604,0.0131,0.353,0.126,0.0399,148.854,550633,4,10
King Crimson,Starless,48,0.271,0.481,7,-9.979,0,0.037,0.106,0.465,0.153,0.121,117.925,744569,4,10
King Gizzard & The Lizard Wizard,Honey,52,0.575,0.558,11,-10.254,1,0.0321,0.0518,0.276,0.118,0.826,155.894,273854,1,1
King Gizzard & The Lizard Wizard,Work This Time,61,0.529,0.491,1,-6.249,0,0.193,0.154,0.1,0.136,0.54,113.996,276893,1,1
King Gizzard & The Lizard Wizard,Automation,50,0.375,0.661,6,-7.113,0,0.0362,2.29E-05,0.0135,0.23,0.512,91.611,209804,4,1
King Gizzard & The Lizard Wizard,Sense,46,0.535,0.605,5,-9.144,0,0.287,0.51,0.286,0.188,0.662,202.06,210653,4,1
King Gizzard & The Lizard Wizard,Intrasport,53,0.655,0.9,7,-6.267,1,0.0423,0.0447,0.205,0.269,0.885,109.984,252631,4,1
King Gizzard & The Lizard Wizard,Work This Time,61,0.529,0.491,1,-6.249,0,0.193,0.154,0.1,0.136,0.54,113.996,276893,1,6
King Gizzard & The Lizard Wizard,Automation,50,0.375,0.661,6,-7.113,0,0.0362,2.29E-05,0.0135,0.23,0.512,91.611,209804,4,6
King Gizzard & The Lizard Wizard,Sense,46,0.535,0.605,5,-9.144,0,0.287,0.51,0.286,0.188,0.662,202.06,210653,4,6
King Gizzard & The Lizard Wizard,Rattlesnake,39,0.58,0.963,11,-5.918,1,0.0388,0.0311,0.849,0.396,0.814,170.593,468093,4,6
King Gizzard & The Lizard Wizard,Honey,52,0.575,0.558,11,-10.254,1,0.0321,0.0518,0.276,0.118,0.826,155.894,273854,1,10
King Gizzard & The Lizard Wizard,Automation,50,0.375,0.661,6,-7.113,0,0.0362,2.29E-05,0.0135,0.23,0.512,91.611,209804,4,10
King Gizzard & The Lizard Wizard,O.N.E.,53,0.547,0.647,11,-8.53,0,0.0728,0.00431,0.66,0.1,0.404,166.214,220217,4,10
King Gizzard & The Lizard Wizard,Intrasport,53,0.655,0.9,7,-6.267,1,0.0423,0.0447,0.205,0.269,0.885,109.984,252631,4,10
King King,I Will Not Fall,39,0.619,0.779,9,-5.582,0,0.031,0.000758,3.92E-05,0.165,0.516,109.052,209760,4,2
King King,Wait On Time - Live,35,0.561,0.804,4,-8.4,1,0.0607,0.0385,0.00255,0.706,0.588,118.076,386853,4,2
KiNG MALA,she calls me daddy,60,0.796,0.426,9,-7.994,1,0.0324,0.031,0.00446,0.171,0.572,100.006,183570,4,6
KiNG MALA,she calls me daddy,61,0.796,0.426,9,-7.994,1,0.0324,0.031,0.00446,0.171,0.572,100.006,183570,4,9
King Nun,Chinese Medicine,29,0.481,0.938,1,-3.116,0,0.14,0.000116,0.000105,0.0835,0.608,162.971,165014,4,1
King Nun,Chinese Medicine,29,0.481,0.938,1,-3.116,0,0.14,0.000116,0.000105,0.0835,0.608,162.971,165014,4,10
King of Asgard,Ammobiærg,26,0.0809,0.993,2,-4.093,1,0.163,5.49E-05,0.932,0.183,0.0397,70.972,483440,1,8
King Princess,Only Time Makes It Human,55,0.729,0.672,2,-4.815,1,0.0351,0.00353,7.06E-05,0.275,0.663,115.023,204633,4,6
King Princess,PAIN,57,0.584,0.857,6,-5.236,1,0.0699,0.00547,0.000463,0.13,0.544,103.517,218200,4,6
King Princess,Only Time Makes It Human,55,0.729,0.672,2,-4.815,1,0.0351,0.00353,7.06E-05,0.275,0.663,115.023,204633,4,9
